Country,Year,Date,Holiday_Name,Local_Name,Type,Description
US,2025,2025-11-11,Singles’ Day,,Worldwide observance,
US,2025,2025-11-11,Veterans Day,,National holiday,Veterans Day in the USA is a holiday to honor all who have served in the United States Military Services.
US,2025,2025-11-12,World Pneumonia Day,,Worldwide observance,"World Pneumonia Day supports all efforts made to protect and treat people against pneumonia, the single largest cause of child deaths worldwide."
US,2025,2025-11-14,World Diabetes Day,,United Nations observance,World Diabetes Day is held annually to raise awareness of diabetes and its complications and the care that people with this condition need. It is observed on November 14 each year.
US,2025,2025-11-16,International Day for Tolerance,,United Nations observance,The United Nations’ (UN) International Day for Tolerance is observed on November 16 each year to help people understand the importance of tolerance worldwide.
US,2025,2025-11-16,World Day of Remembrance for Road Traffic Victims,,United Nations observance,The World Day of Remembrance for Road Traffic Victims serves as a major advocacy day for road traffic injury prevention.
US,2025,2025-11-17,World Prematurity Day,,Worldwide observance, World Prematurity Day is an annual observance that is dedicated to raising awareness about the health and emotional issues surrounding preterm birth.
US,2025,2025-11-19,International Men's Day,,Worldwide observance,International Men’s Day celebrates men's achievements worldwide and throughout history.
US,2025,2025-11-19,World Toilet Day,,United Nations observance,World Toilet Day aims to promote public awareness of the need for adequate toilets to improve people’s health and save lives.
US,2025,2025-11-20,Africa Industrialization Day,,United Nations observance,Africa Industrialization Day aims to stimulate the international community's commitment to the industrialization of Africa.
US,2025,2025-11-20,Transgender Day of Remembrance,,Worldwide observance,Transgender Day of Remembrance is a worldwide observance in the USA
US,2025,2025-11-20,Universal Children's Day,,United Nations observance,The United Nations' (UN) Universal Children's Day is an occasion to promote the welfare of children and an understanding between children all over the world. It is held on November 20 each year
US,2025,2025-11-20,World Philosophy Day,,United Nations observance,World Philosophy Day is celebrated on the third Thursday of November each year.
US,2025,2025-11-21,Fake Friday,,Worldwide observance,"Many early-bird shoppers look for bargains on Fake Friday to get ahead of the crowds in stores on Black Friday, observed a week later."
US,2025,2025-11-21,World Television Day,,United Nations observance,The United Nations’ (UN) World Television Day is globally celebrated on November 21 each year.
US,2025,2025-11-25,International Day for the Elimination of Violence against Women,,United Nations observance,The United Nations' (UN) International Day for the Elimination of Violence against Women raises public awareness of violence against women in all countries around the world and at all levels of society. It is observed each year on November 25.
US,2025,2025-11-27,Thanksgiving Day,,National holiday,Thanksgiving Day in the United States is traditionally a holiday to give thanks for the food collected at the end of the harvest season.
US,2025,2025-11-28,Black Friday,,Observance,Black Friday is the day after Thanksgiving Day in the USA. It is a busy shopping day and is a holiday in some states.
US,2025,2025-11-28,Native American Heritage Day,,Observance,Native American Heritage Day is a observance in the USA
US,2025,2025-11-29,International Day of Solidarity with the Palestinian People,,United Nations observance,The United Nations’ (UN) International Day of Solidarity with the Palestinian People is annually observed on November 29.
US,2025,2025-11-30,Day of Remembrance for all Victims of Chemical Warfare,,United Nations observance,The UN’s Day of Remembrance for all Victims of Chemical Warfare is annually observed on April 29.
US,2025,2025-11-30,First Sunday of Advent,,Christian,"Many Christians in the United States observe the first Sunday of Advent, which marks the start of the Christian year."
US,2025,2025-12-01,Cyber Monday,,Observance,Most online retailers in the US offer discounted prices on their products and services on Cyber Monday.
US,2025,2025-12-01,World AIDS Day,,United Nations observance,The United Nations' (UN) World AIDS Day is annually observed on December 1.
US,2025,2025-12-02,Giving Tuesday,,Worldwide observance,
US,2025,2025-12-02,Giving Tuesday,,Observance,The first Tuesday after Thanksgiving has been dubbed “Giving Tuesday” by charities.
US,2025,2025-12-02,International Day for the Abolition of Slavery,,United Nations observance,The United Nations’ (UN) International Day for the Abolition of Slavery is annually observed on December 2.
US,2025,2025-12-03,International Day of Persons with Disabilities,,United Nations observance,The United Nations' (UN) International Day of Persons with Disabilities is annually observed on December 3 to re-affirm and draw attention to the rights of people who live with disabilities.
US,2025,2025-12-04,International Day of Banks,,United Nations observance,International Day of Banks is a United Nations observance in the USA
US,2025,2025-12-05,International Volunteer Day for Economic and Social Development,,United Nations observance,"The United Nations’ (UN) International Volunteer Day for Economic and Social Development, also known as International Volunteer Day (IVD), is observed on December 5 each year."
US,2025,2025-12-05,World Soil Day,,United Nations observance,World Soil Day raises awareness of why soil is needed for sustainable living.
US,2025,2025-12-06,St Nicholas Day,,Observance,Some churches in the United States recognize St Nicholas' Day as a feast day.
US,2025,2025-12-07,International Civil Aviation Day,,United Nations observance,International Civil Aviation Day is observed globally on December 7 each year. It is observed by organizations such as the International Civil Aviation Organization (ICAO).
US,2025,2025-12-07,Pearl Harbor Remembrance Day,,Observance,"National Pearl Harbor Remembrance Day remembers those who died or were injured when Pearl Harbor, in Hawaii, was attacked in 1941."
US,2025,2025-12-08,Feast of the Immaculate Conception,,Christian,The Feast of the Immaculate Conception is a Christian observance on December 8 each year.
US,2025,2025-12-08,Green Monday,,Worldwide observance,The last Monday at least ten days before Christmas has been dubbed “Green Monday” by online marketers.
US,2025,2025-12-09,International Anti-Corruption Day,,United Nations observance,The United Nations’ (UN) International Anti-Corruption Day is annually observed on December 9 to raise public awareness of corruption and ways to fight it.
US,2025,2025-12-09,World Genocide Commemoration Day,,United Nations observance,World Genocide Commemoration Day is a UN holiday dedicated to the victims of genocide.
US,2025,2025-12-10,Human Rights Day,,United Nations observance,Human Rights Day marks the anniversary of when the Universal Declaration of Human Rights was proclaimed.
